note_path,note_name,note_hash,note_size,modified_time,stages,output_paths,statuses,processed_dates
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Nexans wins $66m cable order for Belgian offshore wind farms - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Nexans wins $66m cable order for Belgian offshore wind farms - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",85ac7573057dad6b2f767e71fc92ebc2,966,1747835306.7043428,triaged,"/Users/jose/Documents/Obsidian/Ever-curated/triage/Nexans wins $66m cable order for Belgian offshore wind farms - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Nordex Q1 orders up 84%  Windpower Monthly.md,Nordex Q1 orders up 84%  Windpower Monthly.md,af8ace824ac236741645b4ed80a7a2e1,2517,1747835307.4977598,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Nordex Q1 orders up 84%  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Nota sin título.1.md,Nota sin título.1.md,48f428cb33663c62787e43cd99f62f2f,177,1747835306.5005484,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/Mi Libreta/Nota sin título.1.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Nota sin título.2.md,Nota sin título.2.md,df410b25ab1a6b8adeb798013d27f174,175,1747835308.0206945,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/Mi Libreta/Nota sin título.2.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Nota sin título.md,Nota sin título.md,dd792a79787d818f9be83c0fe83fc6fc,173,1747835305.4001808,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/WOPS/Nota sin título.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore Renewables Map - LORC Knowledge.md,Offshore Renewables Map - LORC Knowledge.md,90f417b1fb5b658e393a90bdf2aedbba,56904,1747835305.3303967,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Offshore Renewables Map - LORC Knowledge.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore Wind & Supply Chain Conference & Exhibition 2012.md,Offshore Wind & Supply Chain Conference & Exhibition 2012.md,575486ca94d68dea1cc931a978fd267f,7651,1747835307.3711035,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Offshore Wind & Supply Chain Conference & Exhibition 2012.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore Wind Demonstration Call - Department of Energy and Climate Change.md,Offshore Wind Demonstration Call - Department of Energy and Climate Change.md,9432a817362c165a35ae31a749501445,13118,1747835308.0641994,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Offshore Wind Demonstration Call - Department of Energy and Climate Change.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore grid delays 'damaging Germany more than feared' - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Offshore grid delays 'damaging Germany more than feared' - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",4cc558f542178332331b5af8e3bcbb26,5404,1747835305.7011821,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Offshore grid delays 'damaging Germany more than feared' - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore potential faces obstacles  Windpower Monthly.md,Offshore potential faces obstacles  Windpower Monthly.md,37e30e0417ea62cb4f2a635c873fb692,4480,1747835307.5736086,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Offshore potential faces obstacles  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Offshore wind investors look to Baltic 50Hertz - elEconomista.es.md,Offshore wind investors look to Baltic 50Hertz - elEconomista.es.md,1f9b2ba692a3d762f8f200dd30082034,5773,1747835308.564607,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Offshore wind investors look to Baltic 50Hertz - elEconomista.es.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Ofgem looks to coordinate offshore transmission  Windpower Monthly.md,Ofgem looks to coordinate offshore transmission  Windpower Monthly.md,f95202ca05d4eb46f3ad7f7318ff043f,25381,1747835305.9780874,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Ofgem looks to coordinate offshore transmission  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/POLAND - GLOBAL ONLINE OFFSHORE FARMS.md,POLAND - GLOBAL ONLINE OFFSHORE FARMS.md,c7f69eaafd9c993902b4a615b3076ae1,27701,1747835306.8378093,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/OFFSHORE/POLAND - GLOBAL ONLINE OFFSHORE FARMS.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/POLAND - South Baltic Offshore Wind Energy Regions.md,POLAND - South Baltic Offshore Wind Energy Regions.md,2ecada46dff73df360029a16171492a4,5428,1747835306.0253391,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/POLAND - South Baltic Offshore Wind Energy Regions.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/PTC crisis sparks rethink in wind development model  Windpower Monthly.md,PTC crisis sparks rethink in wind development model  Windpower Monthly.md,c8a464ddd4bea4cb10314f8f0e843f40,4945,1747835307.2940898,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PTC crisis sparks rethink in wind development model  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Planning for the Challenges of Offshore Wind  Special Supplement Wind Technology Magazine Article.md,Planning for the Challenges of Offshore Wind  Special Supplement Wind Technology Magazine Article.md,c41118e38793a389e605a956308183b3,122668,1747835307.6816752,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Planning for the Challenges of Offshore Wind  Special Supplement Wind Technology Magazine Article.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Players dispute cable delay claims  Windpower Monthly.md,Players dispute cable delay claims  Windpower Monthly.md,176083b508f5873afb9fce59a30b4e4c,4607,1747835305.7326171,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Players dispute cable delay claims  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Policy misgivings muddy nuclear’s future - FT.com.md,Policy misgivings muddy nuclear’s future - FT.com.md,6923a8912954958e2b697c3d76a5537c,9853,1747835306.535205,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Policy misgivings muddy nuclear’s future - FT.com.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Polish offshore plans suffer shale gas setback  Windpower Monthly.md,Polish offshore plans suffer shale gas setback  Windpower Monthly.md,df55df8bca811404ccc8d06cb7e1412d,3381,1747835305.807422,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Polish offshore plans suffer shale gas setback  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Power connection between Britain and Denmark to be studied  Online news  New Civil Engineer.md,Power connection between Britain and Denmark to be studied  Online news  New Civil Engineer.md,eb7eafeca97f498f5329cc628eb087da,2172,1747835307.7510862,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Power connection between Britain and Denmark to be studied  Online news  New Civil Engineer.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Presentación de la plataforma tecnologica de energías marinas.md,Presentación de la plataforma tecnologica de energías marinas.md,4d784071ae839a0a649e1a8923a3e4af,660,1747835306.7428234,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Presentación de la plataforma tecnologica de energías marinas.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/PricewaterhouseCoopers Summary of Offshore Survey.md,PricewaterhouseCoopers Summary of Offshore Survey.md,a663263ecf80ed773423e9c7d5da2673,10658,1747835306.7294142,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PricewaterhouseCoopers Summary of Offshore Survey.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Proyecto Zèfir optará a recibir 30 millones de Banco Europeo de Inversione  Noticias de Empresa.md,Proyecto Zèfir optará a recibir 30 millones de Banco Europeo de Inversione  Noticias de Empresa.md,257646343f937405ef33a8e68fd65bc9,2612,1747835307.4096415,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Proyecto Zèfir optará a recibir 30 millones de Banco Europeo de Inversione  Noticias de Empresa.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Question mark hangs over Germany's offshore wind park plans - Univision Wires.md,Question mark hangs over Germany's offshore wind park plans - Univision Wires.md,a3b77144aba198aaaf783a03732bda8b,5089,1747835308.794878,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Question mark hangs over Germany's offshore wind park plans - Univision Wires.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RWE submits 1.2 offshore application  Windpower Monthly.1.md,RWE submits 1.2 offshore application  Windpower Monthly.1.md,9630b3a6ae38bfa810b20c2813c43d90,23485,1747835306.883392,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RWE submits 1.2 offshore application  Windpower Monthly.1.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RWE submits 1.2 offshore application  Windpower Monthly.md,RWE submits 1.2 offshore application  Windpower Monthly.md,5e420f631e13cfd0ffb91aeb6d05a475,21976,1747835308.4148197,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RWE submits 1.2 offshore application  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Renewable energy country attractiveness indices - Ernst & Young - Global.md,Renewable energy country attractiveness indices - Ernst & Young - Global.md,e60a0980eac1d719054d55b6aae0c0c6,659,1747835308.726565,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Renewable energy country attractiveness indices - Ernst & Young - Global.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Renewable energy subsidies to shrink - FT.com.md,Renewable energy subsidies to shrink - FT.com.md,360b22f88ed65ce2046b3c7d38b1502e,7351,1747835307.9712422,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Renewable energy subsidies to shrink - FT.com.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RenewableUK - Offshore Wind.md,RenewableUK - Offshore Wind.md,3afaf802446599dbd87be188b3b5e6ff,20992,1747835307.5632803,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RenewableUK - Offshore Wind.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RenewableUK - Real Power.md,RenewableUK - Real Power.md,bc83574c74fcee8ef2ee3a325ab92a1f,38850,1747835305.2288532,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RenewableUK - Real Power.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RenewableUK Global Offshore Wind 2012 - Conference & Exhibition.md,RenewableUK Global Offshore Wind 2012 - Conference & Exhibition.md,35f0b8674ccfefe7f81192f51f253d73,7948,1747835305.1552556,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RenewableUK Global Offshore Wind 2012 - Conference & Exhibition.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/RenewablesUK REAL POWER AprilJune2012.md,RenewablesUK REAL POWER AprilJune2012.md,32d3e57b12cc9d9e1df307f99e5844b2,383,1747835306.842382,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/RenewablesUK REAL POWER AprilJune2012.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Repower launches first 6M offshore  Windpower Monthly.md,Repower launches first 6M offshore  Windpower Monthly.md,3a5b7889fd466106a15e2152d3858549,14420,1747835306.583388,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Repower launches first 6M offshore  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Repower outlines offshore strategy  Windpower Monthly.md,Repower outlines offshore strategy  Windpower Monthly.md,193a96ccb86d83423327acd2420c66d2,5241,1747835305.1313002,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Repower outlines offshore strategy  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Repower wins 332MW Gode Wind deal  Windpower Monthly.md,Repower wins 332MW Gode Wind deal  Windpower Monthly.md,be6e780fd1efa9a46ac40194df695659,388,1747835305.2568169,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Repower wins 332MW Gode Wind deal  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Round 3 offshore wind offshore and on target  Features  New Civil Engineer.md,Round 3 offshore wind offshore and on target  Features  New Civil Engineer.md,e3a01c28ce61a81f76a43d4de3738385,23153,1747835306.1203074,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Round 3 offshore wind offshore and on target  Features  New Civil Engineer.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Second lawsuit over Ontario offshore moratorium  Windpower Monthly.md,Second lawsuit over Ontario offshore moratorium  Windpower Monthly.md,81616011dadb848bbe56f4f85a074ca5,24102,1747835305.9325597,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Second lawsuit over Ontario offshore moratorium  Windpower Monthly.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Self-installing jacket foundation in place at E.ON's Swedish site - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Self-installing jacket foundation in place at E.ON's Swedish site - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",6f090219f4d6957a42906a64427e281f,614,1747835306.0305784,triaged,"/Users/jose/Documents/Obsidian/Ever-curated/triage/Self-installing jacket foundation in place at E.ON's Swedish site - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Senate to vote on PTC extension this week  Windpower Monthly.md,Senate to vote on PTC extension this week  Windpower Monthly.md,decf0026c25f40aa85c0027eecf1d511,14366,1747835306.9955363,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Senate to vote on PTC extension this week  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Shaky Foundations for Offshore Wind Farms - Scitizen.md,Shaky Foundations for Offshore Wind Farms - Scitizen.md,5ebecaac7b5f8bf470be00d28b77bfcc,87958,1747835308.86363,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Shaky Foundations for Offshore Wind Farms - Scitizen.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Shale gas will not stop wind reaching parity, says RES boss - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Shale gas will not stop wind reaching parity, says RES boss - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",78c89c79b33704808726632397604238,9109,1747835308.141614,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Shale gas will not stop wind reaching parity, says RES boss - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Siemens makes headway as banks retreat - FT.com.md,Siemens makes headway as banks retreat - FT.com.md,9dc0b1da53bfd7c50caf1e45268e88c0,6715,1747835305.3431797,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Siemens makes headway as banks retreat - FT.com.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Siemens signs Hartlepool offshore deal  Windpower Monthly.md,Siemens signs Hartlepool offshore deal  Windpower Monthly.md,61bf2c3a2e41cd0914cdee01cf3ca2b7,374,1747835307.867897,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Siemens signs Hartlepool offshore deal  Windpower Monthly.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Siemens takes new $367m hit on German offshore wind links - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Siemens takes new $367m hit on German offshore wind links - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",75607295fe2b876bd5689f25c2008768,3650,1747835306.6059117,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Siemens takes new $367m hit on German offshore wind links - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/South Africa launches first wind atlas  Windpower Monthly.md,South Africa launches first wind atlas  Windpower Monthly.md,cc129c5af12ca42e0cd2839dbb672ca9,21332,1747835305.877045,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/South Africa launches first wind atlas  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Strategic Marine to build offshore support vessels for Njord  Windpower Monthly.md,Strategic Marine to build offshore support vessels for Njord  Windpower Monthly.md,ada1098b8cf49975d5aee2e5d96a97fa,13371,1747835306.4361768,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Strategic Marine to build offshore support vessels for Njord  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Subsidy moratorium may last until 2017  Windpower Monthly.md,Subsidy moratorium may last until 2017  Windpower Monthly.md,642bdcb6a494893b466da7fd2a290acc,5902,1747835305.6073644,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Subsidy moratorium may last until 2017  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Task force calls for state intervention  Windpower Monthly.md,Task force calls for state intervention  Windpower Monthly.md,e9df60a8e2a5c32d478e5d493973fddf,23811,1747835306.699124,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Task force calls for state intervention  Windpower Monthly.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Task force looks at vast Hawaii offshore energy potential - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Task force looks at vast Hawaii offshore energy potential - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",df739966c8ffe352b293bc0e0e458aca,3249,1747835307.1004074,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Task force looks at vast Hawaii offshore energy potential - Wind - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/TenneT warns German government over offshore grid  Windpower Monthly.md,TenneT warns German government over offshore grid  Windpower Monthly.md,60d2c7186f6504472c746fa60c3cac83,3437,1747835307.1604552,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/TenneT warns German government over offshore grid  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Tenor constraints hit US power project financing  Project Finance.md,Tenor constraints hit US power project financing  Project Finance.md,65f9bddf9de938f3e7e57de0c5258c77,14828,1747835306.8597817,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Tenor constraints hit US power project financing  Project Finance.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/The Crown Estate  The Crown Estate Announces Round 3 Offshore Wind Development Partners.md,The Crown Estate  The Crown Estate Announces Round 3 Offshore Wind Development Partners.md,de08607fcbd0ad8a2c23c1967cc8615c,4997,1747835307.762206,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The Crown Estate  The Crown Estate Announces Round 3 Offshore Wind Development Partners.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/The EU grants EUR 150m to Kriegers Flak.md,The EU grants EUR 150m to Kriegers Flak.md,fc9ec8941a919f556d7d9b1ba51174ae,7146,1747835308.2913904,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The EU grants EUR 150m to Kriegers Flak.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/The potential role of the Asian Infrastructure Investment Bank  East Asia Forum.md,The potential role of the Asian Infrastructure Investment Bank  East Asia Forum.md,01908b63b1800b9bececece3f2fe6c7d,12219,1747835307.3367965,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The potential role of the Asian Infrastructure Investment Bank  East Asia Forum.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Tidal Energy raises DeltaStream ambitions after UK lease win - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","Tidal Energy raises DeltaStream ambitions after UK lease win - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",0e1b3868bbf543a246894c770dbe6bfb,2855,1747835306.4168751,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Tidal Energy raises DeltaStream ambitions after UK lease win - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Transmission system operator - Wikipedia, the free encyclopedia.md","Transmission system operator - Wikipedia, the free encyclopedia.md",e4d2762123118e8820caa3a77ead154b,71569,1747835305.2831256,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Transmission system operator - Wikipedia, the free encyclopedia.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/Turbine prices could fall until 2014  Windpower Monthly.md,Turbine prices could fall until 2014  Windpower Monthly.md,798cbe28d00d4dbfb34f80a72d108bbf,23498,1747835307.3946517,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Turbine prices could fall until 2014  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/U.K. Opens Biggest Offshore Wind Farm in $52 Billion Push - Bloomberg.md,U.K. Opens Biggest Offshore Wind Farm in $52 Billion Push - Bloomberg.md,1769640173dc36c9c74d1cc716006abd,9375,1747835307.9159703,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/U.K. Opens Biggest Offshore Wind Farm in $52 Billion Push - Bloomberg.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK Crown Estate awards trio of new wave and tidal leases - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","UK Crown Estate awards trio of new wave and tidal leases - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",2a74aabc82f21242e76cd510b4212bb3,11360,1747835305.4323587,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/UK Crown Estate awards trio of new wave and tidal leases - WaveTidalHydro - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK Crown Estate to offer up deep water sites  Windpower Monthly.md,UK Crown Estate to offer up deep water sites  Windpower Monthly.md,e36601bff028e77544802f89b1162ba6,23243,1747835307.4513662,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/UK Crown Estate to offer up deep water sites  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK launches offshore training centre  Windpower Monthly.md,UK launches offshore training centre  Windpower Monthly.md,883a73bcedd4905848dd01d24f8c283a,21474,1747835308.492837,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/UK launches offshore training centre  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK public backs wind as opposition body launches  Windpower Monthly.md,UK public backs wind as opposition body launches  Windpower Monthly.md,35141da39474a3822cabe911e9b1508e,21212,1747835307.6161525,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/UK public backs wind as opposition body launches  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK to push for 50% offshore supplier target  Windpower Monthly.md,UK to push for 50% offshore supplier target  Windpower Monthly.md,369aa84239d98a27b6c139d05e7c8dd4,23903,1747835308.3580265,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/UK to push for 50% offshore supplier target  Windpower Monthly.md,completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK wind production up 55% in 2011  Windpower Monthly.md,UK wind production up 55% in 2011  Windpower Monthly.md,e88a58abd6a5616c849deb18b0697d23,2572,1747835307.687776,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/UK wind production up 55% in 2011  Windpower Monthly.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/UK's REH to sell wind and wave assets as it admits defeat - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","UK's REH to sell wind and wave assets as it admits defeat - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",fdcaa2e259fa4b52e184a4b3523d5edb,3715,1747835306.9747434,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/UK's REH to sell wind and wave assets as it admits defeat - Finance - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/URS buys oil and gas firm Flint for £800M.md,URS buys oil and gas firm Flint for £800M.md,f057ca2e3e670a653053859257059022,1428,1747835308.87675,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/URS buys oil and gas firm Flint for £800M.md,completed,2025-10-18 11:35:34
"/Users/jose/Documents/Obsidian/Evermd/OFFSHORE/US Senate seen voting this week on PTC extension measure - Politics - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md","US Senate seen voting this week on PTC extension measure - Politics - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",f066d00fcb9e1ee5fc07b706aab7d0fc,3082,1747835305.6567972,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/US Senate seen voting this week on PTC extension measure - Politics - Renewable energy news - Recharge - wind, solar, biomass, wavetidalhydro and geothermal.md",completed,2025-10-18 11:35:34
